,kecamatan,kelurahan,latitude,longitude,status,total
2383,LOA JANAN ILIR,RAPAK DALAM,-0.5171207,117.1442137,1,12
2384,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4856442,117.1632585,1,11
2385,SAMARINDA ULU,AIR HITAM,-0.47585495609816736,117.1335672136162,1,12
2386,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4535992,117.1622349,0,10
2387,SAMARINDA ILIR,SIDODAMAI,-0.5039448,117.167316,1,12
2388,SAMARINDA ILIR,SIDOMULYO,-0.494232,117.1624255,0,8
2389,SAMARINDA UTARA,TANAH MERAH,-0.438033,117.211604,1,12
2390,SAMARINDA ILIR,PELITA,-0.487076,117.159306,0,8
2391,SAMARINDA UTARA,TANAH MERAH,-0.438154,117.216829,0,7
2392,SAMARINDA UTARA,TANAH MERAH,-0.437984,117.218652,1,11
2393,SAMARINDA SEBERANG,MANGKUPALAS,-0.52377,117.149202,0,7
2394,SAMARINDA SEBERANG,MESJID,-0.5222725,117.1493274,0,10
2395,SAMARINDA ULU,AIR HITAM,-0.4751066,117.1307884,0,8
2396,SAMARINDA ULU,BUKIT PINANG,-0.459927,117.111899,1,11
2397,SUNGAI PINANG,BANDARA,-0.487931,117.153306,1,13
2398,SUNGAI KUNJANG,TELUK LERONG ULU,-0.4946927195318401,117.12808485549382,0,10
2399,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4686844,117.1707746,1,12
2400,SUNGAI PINANG,MUGIREJO,-0.470794,117.195966,1,11
2401,PALARAN,RAWA MAKMUR,-0.5719143,117.1707367,0,7
2402,SAMARINDA ILIR,PELITA,-0.48919,117.156471,1,11
2403,SAMARINDA UTARA,SEMPAJA UTARA,-0.352555,117.171339,0,6
2404,SAMARINDA ULU,AIR PUTIH,-0.4801239,117.1228677,0,8
2405,SUNGAI PINANG,MUGIREJO,-0.4703323,117.1958298,0,8
2406,SUNGAI PINANG,BANDARA,-0.489701,117.152914,1,12
2407,SAMARINDA UTARA,LEMPAKE,-0.4393148,117.1942853,0,8
2408,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.517906,117.126123,0,9
2409,SAMARINDA ILIR,PELITA,-0.482635,117.146667,0,9
2410,SUNGAI KUNJANG,KARANG ASAM ULU,-0.527961,117.113214,1,11
2411,PALARAN,SIMPANG PASIR,-0.560696,117.152135,1,11
2412,SUNGAI PINANG,TEMINDUNG PERMAI,-0.461679,117.182597,0,10
2413,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4660872,117.1675338,1,12
2414,SAMARINDA ILIR,SIDOMULYO,-0.4963671,117.1618978,1,12
2415,SAMARINDA UTARA,SEMPAJA SELATAN,-0.457389,117.159171,1,12
2416,SAMARINDA ILIR,SIDODAMAI,-0.4998904,117.1602918,1,11
2417,SUNGAI PINANG,GUNUNG LINGAI,-0.459573046809855,117.17506511701252,1,12
2418,SAMARINDA SEBERANG,BAQA,-0.5117844,117.1457705,0,10
2419,SAMARINDA ILIR,SIDODAMAI,-0.5010576,117.1604671,1,12
2420,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4666389,117.1682737,1,11
2421,PALARAN,HANDIL BAKTI,-0.556649,117.166276,1,11
2422,SAMARINDA ULU,AIR PUTIH,-0.4894236,117.1258365,0,8
2423,SAMARINDA KOTA,BUGIS,-0.4968839,117.1421082,0,10
2424,LOA JANAN ILIR,TANI AMAN,-0.5871242,117.0975424,1,12
2425,SAMARINDA UTARA,SEMPAJA UTARA,-0.4342043,117.139609,0,6
2426,PALARAN,RAWA MAKMUR,-0.5774357,117.1507316,0,7
2427,SUNGAI PINANG,BANDARA,-0.4859258,117.152027,1,11
2428,SAMARINDA ILIR,PELITA,-0.469618,117.138755,1,13
2429,SAMARINDA ULU,TELUK LERONG ILIR,-0.4910343,117.1308853,1,11
2430,SAMARINDA UTARA,BUDAYA PAMPANG,-0.3758136,117.2301271,0,10
2431,SUNGAI KUNJANG,LOK BAHU,-0.4850312,117.0987143,0,8
2432,SAMARINDA ILIR,SIDOMULYO,-0.4984054,117.1648396,1,11
2433,SAMARINDA ILIR,PELITA,-0.480639,117.130846,0,7
2434,SUNGAI KUNJANG,LOA BAKUNG,-0.530429,117.089776,0,4
2435,SAMARINDA ULU,DADI MULYA,-0.4917143,117.1396999,0,9
2436,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.5163221,117.1232248,1,13
2437,PALARAN,RAWA MAKMUR,-0.5747576,117.1732187,1,12
2438,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5128039,117.1473138,0,8
2439,SUNGAI PINANG,BANDARA,-0.4874008,117.1521729,1,13
2440,SAMARINDA ILIR,PELITA,-0.4824,117.132655,1,12
2441,LOA JANAN ILIR,RAPAK DALAM,-0.520518,117.142253,0,10
2442,LOA JANAN ILIR,HARAPAN BARU,-0.5423197,117.1051459,1,12
2443,SAMBUTAN,SUNGAI KAPIH,-0.5358552371357579,117.17148965297918,1,12
2444,SAMARINDA UTARA,SEMPAJA UTARA,-0.437281,117.147846,1,11
2445,SAMARINDA ILIR,SIDOMULYO,-0.497289,117.161653,1,11
2446,SAMARINDA SEBERANG,MESJID,-0.5212959,117.1493546,0,10
2447,SAMARINDA ULU,AIR HITAM,-0.450136,117.1040009,1,11
2448,PALARAN,BUKUAN,-0.5781019,117.2034165,0,8
2449,SAMARINDA UTARA,TANAH MERAH,-0.4590713,117.1995432,0,10
2450,SUNGAI PINANG,TEMINDUNG PERMAI,-0.461724,117.182687,0,10
2451,SAMARINDA SEBERANG,BAQA,-0.5111522,117.1461583,0,8
2452,SAMARINDA UTARA,SEMPAJA UTARA,-0.348415,117.181378,0,10
2453,SAMARINDA ULU,JAWA,-0.4947869,117.1399863,1,11
2454,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4856451,117.1632502,1,11
2455,SUNGAI KUNJANG,KARANG ANYAR,-0.5085263,117.1128594,1,13
2456,SAMARINDA KOTA,SUNGAI PINANG LUAR,-0.49522,117.154089,1,11
2457,SAMARINDA ULU,AIR PUTIH,-0.4904323,117.1270267,0,9
2458,SUNGAI KUNJANG,LOA BUAH,-0.553304,117.0695387,1,11
2459,SUNGAI KUNJANG,KARANG ASAM ILIR,-0.5101706,117.1148681,1,12
2460,SAMARINDA KOTA,KARANG MUMUS,-0.5006463,117.1575607,0,10
2461,PALARAN,RAWA MAKMUR,-0.564768,117.1798739,1,11
2462,SAMARINDA ILIR,SIDODAMAI,-0.4996426,117.1603485,0,8
2463,SUNGAI PINANG,BANDARA,-0.4834237,117.1566963,0,10
2464,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5132599,117.1491421,1,11
2465,SUNGAI KUNJANG,LOK BAHU,-0.4963427,117.089553,1,11
2466,PALARAN,RAWA MAKMUR,-0.584593,117.182568,0,8
2467,SAMARINDA SEBERANG,MESJID,-0.5232342,117.1489203,0,10
2468,SAMARINDA ILIR,SIDOMULYO,-0.496837,117.164472,1,12
2469,SAMARINDA SEBERANG,MESJID,-0.5201219,117.1495766,0,10
2470,SAMARINDA ILIR,SIDODAMAI,-0.5013137,117.1640753,1,14
2471,LOA JANAN ILIR,RAPAK DALAM,-0.5179293,117.1440039,0,10
2472,PALARAN,RAWA MAKMUR,-0.5740903,117.1729049,0,9
2473,SUNGAI PINANG,GUNUNG LINGAI,-0.4595458088344264,117.17510406642094,1,11
2474,SAMARINDA KOTA,KARANG MUMUS,-0.5010559,117.1568626,0,10
2475,SAMARINDA ILIR,SIDODAMAI,-0.5034858,117.1614235,1,13
2476,SAMARINDA UTARA,SEMPAJA UTARA,-0.4359642,117.1487627,1,12
2477,SAMARINDA SEBERANG,BAQA,-0.5068665,117.1386662,1,13
2478,SAMARINDA SEBERANG,MESJID,-0.5150879,117.1510155,0,10
2479,SAMARINDA ILIR,SIDODAMAI,-0.5035358,117.1620801,0,7
2480,SUNGAI KUNJANG,KARANG ASAM ILIR,-0.510836,117.1118519,1,13
2481,SAMARINDA ULU,AIR PUTIH,-0.484882,117.122071,1,11
2482,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4247975,117.1622663,0,7
2483,SAMARINDA ULU,SIDODADI,-0.4770009,117.1439616,1,11
2484,SUNGAI KUNJANG,KARANG ASAM ULU,-0.526401,117.109804,1,12
2485,SAMARINDA ULU,SIDODADI,-0.4781009,117.148811,1,11
2486,SAMARINDA ILIR,SELILI,-0.525811,117.15849,0,9
2487,SUNGAI PINANG,MUGIREJO,-0.470974,117.209845,1,13
2488,SAMARINDA ULU,AIR PUTIH,-0.4687163,117.1225508,1,11
2489,SUNGAI PINANG,GUNUNG LINGAI,-0.4596824,117.1751467,1,11
2490,SAMARINDA ULU,AIR HITAM,-0.4760333262940062,117.13359439672688,0,10
2491,SAMARINDA UTARA,TANAH MERAH,-0.438152,117.218697,1,11
2492,SAMARINDA UTARA,LEMPAKE,-0.4330219,117.1850461,1,12
2493,SUNGAI PINANG,MUGIREJO,-0.466788,117.191681,1,12
2494,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4671046,117.1674241,0,8
2495,SAMARINDA SEBERANG,MESJID,-0.5137233,117.1511819,0,7
2496,SAMARINDA UTARA,SEMPAJA UTARA,-0.325459,117.190045,1,11
2497,SAMARINDA ILIR,SELILI,-0.5114605,117.1597357,1,11
2498,SUNGAI PINANG,TEMINDUNG PERMAI,-0.465784,117.169443,1,12
2499,PALARAN,BUKUAN,-0.5834192,117.2128149,0,9
2500,SUNGAI PINANG,MUGIREJO,-0.472137,117.193502,0,10
2501,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4663898,117.169651,1,11
2502,SUNGAI KUNJANG,TELUK LERONG ULU,-0.4998973485643513,117.12605133715051,1,11
2503,SAMARINDA ILIR,SIDOMULYO,-0.496465,117.164071,1,11
2504,SUNGAI PINANG,BANDARA,-0.4827185,117.1511244,1,13
2505,SAMBUTAN,MAKROMAN,-0.521008,117.2295806,1,13
2506,SUNGAI PINANG,MUGIREJO,-0.476057,117.205658,1,11
2507,SAMARINDA UTARA,BUDAYA PAMPANG,-0.376536,117.23128,1,12
2508,SAMARINDA SEBERANG,BAQA,-0.511096,117.1435463,0,9
2509,SAMARINDA SEBERANG,MESJID,-0.523682,117.150611,0,10
2510,SUNGAI PINANG,BANDARA,-0.4900751,117.1523894,1,13
2511,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5161363,117.1458519,1,11
2512,SAMARINDA ULU,DADI MULYA,-0.4856661,117.1461917,1,11
2513,SAMARINDA ILIR,SIDODAMAI,-0.50309,117.162243,1,11
2514,SUNGAI KUNJANG,LOK BAHU,-0.4964156,117.1001714,0,8
2515,SUNGAI PINANG,MUGIREJO,-0.476385,117.206515,1,11
2516,SAMARINDA SEBERANG,BAQA,-0.5098629,117.1441942,0,10
2517,SUNGAI KUNJANG,KARANG ASAM ULU,-0.52088,117.1133,1,11
2518,SAMARINDA ULU,AIR PUTIH,-0.4905242,117.1270901,0,9
2519,SAMARINDA ULU,AIR PUTIH,-0.4900021,117.1276427,1,11
2520,SAMARINDA UTARA,TANAH MERAH,-0.4353095643159242,117.22136653422012,0,9
2521,SAMARINDA ULU,GUNUNG KELUA,-0.4739847,117.1501414,1,12
2522,SAMARINDA ILIR,SIDODAMAI,-0.4949519,117.1695806,0,9
2523,SAMARINDA ILIR,SIDODAMAI,-0.5028573,117.1624151,1,13
2524,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4272433,117.1671266,0,6
2525,SAMARINDA SEBERANG,MANGKUPALAS,-0.518839,117.1467335,1,11
2526,SAMARINDA ULU,JAWA,-0.4981312,117.1382855,1,11
2527,SUNGAI PINANG,TEMINDUNG PERMAI,-0.480533,117.1495614,1,12
2528,LOA JANAN ILIR,RAPAK DALAM,-0.5206012,117.1419991,0,9
2529,SAMARINDA SEBERANG,MESJID,-0.5147666666666667,117.15036,1,11
2530,SUNGAI PINANG,GUNUNG LINGAI,-0.4467112,117.1779507,0,10
2531,SAMARINDA UTARA,SEMPAJA TIMUR,-0.427165,117.168393,1,11
2532,SAMARINDA UTARA,SEMPAJA TIMUR,-0.45185,117.167108,0,7
2533,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4285111,117.1686286,0,10
2534,SAMARINDA ILIR,SIDODAMAI,-0.495176,117.1705024,0,10
2535,SAMARINDA SEBERANG,MESJID,-0.520363,117.1491992,1,11
2536,SAMARINDA UTARA,SEMPAJA UTARA,-0.436506,117.144267,1,11
2537,SAMARINDA ILIR,SUNGAI DAMA,-0.503119,117.1604769,0,10
2538,SAMARINDA UTARA,LEMPAKE,-0.440001,117.196736,0,10
2539,SAMARINDA ULU,JAWA,-0.497938,117.1404186,1,11
2540,SAMARINDA UTARA,LEMPAKE,-0.4399719,117.1965952,1,12
2541,SAMARINDA ULU,TELUK LERONG ILIR,-0.4982381,117.1298989,0,8
2542,PALARAN,BUKUAN,-0.5768076,117.2019752,1,13
2543,PALARAN,RAWA MAKMUR,-0.5584553,117.1654236,0,10
2544,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.515261,117.144771,1,12
2545,SAMARINDA SEBERANG,SUNGAI KELEDANG,-0.521693,117.127368,0,8
2546,SUNGAI KUNJANG,TELUK LERONG ULU,-0.49660494059814386,117.1254750021021,1,11
2547,SAMARINDA UTARA,SEMPAJA UTARA,-0.345747,117.182627,0,9
2548,SAMARINDA ILIR,PELITA,-0.4892024414627911,117.15545797554272,1,11
2549,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5153522,117.1443064,0,10
2550,SAMARINDA UTARA,TANAH MERAH,-0.4378375,117.2114439,1,12
2551,SAMARINDA ULU,AIR HITAM,-0.4649943,117.1356475,0,10
2552,SAMARINDA ILIR,SELILI,-0.512906,117.1594418,0,10
2553,SAMARINDA ULU,SIDODADI,-0.4849148,117.1445064,1,13
2554,SUNGAI PINANG,MUGIREJO,-0.489027,117.178788,0,9
2555,SUNGAI KUNJANG,TELUK LERONG ULU,-0.4983123661666971,117.12463965943088,1,11
2556,SAMARINDA ULU,JAWA,-0.4997494,117.134438,1,13
2557,SAMARINDA ULU,GUNUNG KELUA,-0.4750374,117.1519314,1,12
2558,SAMARINDA UTARA,LEMPAKE,-0.4493651,117.1934098,0,10
2559,SAMARINDA UTARA,LEMPAKE,-0.379873,117.198349,1,12
2560,LOA JANAN ILIR,HARAPAN BARU,-0.5401142,117.1016144,1,11
2561,LOA JANAN ILIR,HARAPAN BARU,-0.5416309,117.1050733,1,12
2562,SAMBUTAN,SUNGAI KAPIH,-0.5369157732575478,117.17059003171842,1,11
2563,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4699728,117.1630758,0,10
2564,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.513038,117.1491017,1,13
2565,SAMARINDA UTARA,SEMPAJA BARAT,-0.4420097,117.1531521,1,11
2566,SAMBUTAN,MAKROMAN,-0.5298799,117.2309903,0,10
2567,PALARAN,BUKUAN,-0.5750461,117.20371,0,8
2568,SAMARINDA ULU,JAWA,-0.497816,117.137613,0,6
2569,SUNGAI PINANG,MUGIREJO,-0.469085,117.186864,1,11
2570,SUNGAI PINANG,MUGIREJO,-0.465076,117.1855,0,8
2571,SUNGAI PINANG,MUGIREJO,-0.471443,117.209827,0,9
2572,SAMARINDA KOTA,SUNGAI PINANG LUAR,-0.4912239,117.1522632,1,13
2573,SUNGAI PINANG,BANDARA,-0.484366,117.1519015,1,11
2574,PALARAN,RAWA MAKMUR,-0.5611889,117.1693115,0,9
2575,SAMARINDA ILIR,SUNGAI DAMA,-0.5025506,117.1607648,0,9
2576,LOA JANAN ILIR,TANI AMAN,-0.5847289,117.1074704,1,11
2577,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4673939,117.1685957,1,15
2578,SAMARINDA UTARA,TANAH MERAH,-0.461393,117.207546,0,9
2579,SAMARINDA UTARA,SEMPAJA UTARA,-0.438277,117.144066,0,7
2580,SUNGAI KUNJANG,KARANG ASAM ULU,-0.515201,117.116569,1,13
2581,LOA JANAN ILIR,HARAPAN BARU,-0.5418812,117.1057577,1,13
2582,SAMARINDA ILIR,SIDODAMAI,-0.5024199,117.1644524,1,11
2583,SUNGAI KUNJANG,LOA BAKUNG,-0.5317711,117.0934641,0,7
2584,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5136502,117.149279,0,10
2585,SAMARINDA UTARA,TANAH MERAH,-0.437276,117.216681,0,10
2586,SAMARINDA SEBERANG,MESJID,-0.524034,117.150095,1,12
2587,SAMARINDA ULU,DADI MULYA,-0.485069,117.146013,1,12
2588,LOA JANAN ILIR,RAPAK DALAM,-0.5291874,117.1419294,1,12
2589,PALARAN,HANDIL BAKTI,-0.591193,117.171161,1,11
2590,SAMARINDA ULU,AIR HITAM,-0.4656211,117.1363663,1,12
2591,LOA JANAN ILIR,TANI AMAN,-0.5814189,117.0968934,1,11
2592,PALARAN,BUKUAN,-0.5805603,117.2031487,0,8
2593,SUNGAI PINANG,MUGIREJO,-0.486008,117.176866,0,7
2594,PALARAN,BUKUAN,-0.6049462,117.1975936,0,10
2595,SAMARINDA SEBERANG,BAQA,-0.5074306,117.1386566,1,12
2596,SUNGAI KUNJANG,LOA BUAH,-0.5549668,117.0742376,1,13
2597,SUNGAI KUNJANG,LOK BAHU,-0.499045,117.1066461,1,13
2598,SAMARINDA UTARA,TANAH MERAH,-0.460124,117.205716,0,9
2599,SAMARINDA ULU,JAWA,-0.4988777,117.1375846,0,10
2600,PALARAN,BUKUAN,-0.5803079,117.2025032,0,8
2601,SUNGAI KUNJANG,LOA BAKUNG,-0.5284044,117.092632,0,10
2602,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4805239,117.160264,1,12
2603,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4210015,117.1617915,0,8
2604,SAMARINDA UTARA,SEMPAJA TIMUR,-0.4264295,117.1630019,0,10
2605,SAMARINDA UTARA,LEMPAKE,-0.4195229,117.1824262,1,11
2606,SAMARINDA ULU,AIR PUTIH,-0.48209508,117.12589988,0,10
2607,SAMARINDA UTARA,TANAH MERAH,-0.437887,117.216817,0,9
2608,SUNGAI KUNJANG,KARANG ASAM ILIR,-0.5098374,117.1144886,1,12
2609,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4807156,117.1644072,0,7
2610,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4668554,117.1690265,1,12
2611,PALARAN,RAWA MAKMUR,-0.562473,117.1814522,1,12
2612,SUNGAI PINANG,MUGIREJO,-0.471097,117.210044,0,6
2613,SAMARINDA UTARA,LEMPAKE,-0.4398364,117.20531,0,7
2614,SAMARINDA SEBERANG,MANGKUPALAS,-0.523616,117.146686,1,12
2615,SAMARINDA ULU,AIR PUTIH,-0.4855978,117.12215,0,10
2616,SUNGAI PINANG,MUGIREJO,-0.49038,117.180011,0,8
2617,SAMARINDA SEBERANG,MESJID,-0.514892,117.1494881,0,8
2618,SUNGAI PINANG,MUGIREJO,-0.487366,117.177552,1,13
2619,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4699231,117.164042,1,12
2620,SUNGAI PINANG,BANDARA,-0.483749,117.152785,0,7
2621,SAMARINDA ILIR,PELITA,-0.475221,117.15745,1,11
2622,SAMARINDA ULU,DADI MULYA,-0.4881211,117.1425666,0,7
2623,PALARAN,SIMPANG PASIR,-0.556146,117.14883,1,12
2624,LOA JANAN ILIR,RAPAK DALAM,-0.5210931,117.14102,1,13
2625,SAMBUTAN,SUNGAI KAPIH,-0.5360763776136463,117.17150227134864,1,13
2626,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5167171,117.1462617,1,11
2627,SAMARINDA ULU,AIR PUTIH,-0.4856056,117.1221536,1,12
2628,SAMARINDA ULU,BUKIT PINANG,-0.459749,117.112126,0,10
2629,SAMARINDA SEBERANG,MESJID,-0.52129,117.152421,0,8
2630,SUNGAI PINANG,GUNUNG LINGAI,-0.4523588,117.1725654,1,13
2631,SAMARINDA ILIR,SIDOMULYO,-0.496587,117.1638027,1,12
2632,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4683324,117.1650912,0,10
2633,SAMARINDA ULU,AIR PUTIH,-0.48553643,117.12227687,0,9
2634,PALARAN,RAWA MAKMUR,-0.5725319,117.1723877,0,10
2635,PALARAN,RAWA MAKMUR,-0.5726591,117.1719487,1,12
2636,SAMARINDA KOTA,PELABUHAN,-0.4982797714778019,117.15426434638596,1,12
2637,SAMARINDA UTARA,SEMPAJA UTARA,-0.338672,117.188336,0,8
2638,SAMARINDA UTARA,TANAH MERAH,-0.4357193628982207,117.22534894417583,0,8
2639,SUNGAI KUNJANG,KARANG ANYAR,-0.5071299,117.1150361,1,11
2640,SAMARINDA UTARA,SUNGAI SIRING,-0.3961312,117.2735494,1,11
2641,SAMARINDA ULU,JAWA,-0.4984258,117.1410512,1,11
2642,SAMARINDA UTARA,LEMPAKE,-0.439485,117.20533,0,10
2643,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4806753,117.1601571,1,12
2644,PALARAN,BUKUAN,-0.5858505,117.2307098,0,8
2645,SUNGAI KUNJANG,LOK BAHU,-0.4929727,117.105061,0,9
2646,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4655551,117.168381,1,12
2647,SUNGAI PINANG,MUGIREJO,-0.486719,117.176989,0,10
2648,SAMARINDA ILIR,SIDOMULYO,-0.496644,117.1641531,1,13
2649,SAMARINDA ULU,AIR PUTIH,-0.4894691,117.1254,1,13
2650,SAMARINDA ULU,TELUK LERONG ILIR,-0.4957576,117.1353445,0,9
2651,SUNGAI PINANG,MUGIREJO,-0.478446,117.182297,1,12
2652,LOA JANAN ILIR,TANI AMAN,-0.5779854,117.1105119,0,8
2653,SAMARINDA ULU,SIDODADI,-0.4779135,117.1386887,1,12
2654,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4875144,117.1760718,0,9
2655,SAMARINDA UTARA,SEMPAJA UTARA,-0.431552,117.137716,0,10
2656,SAMARINDA KOTA,KARANG MUMUS,-0.5005565,117.1585449,1,12
2657,SUNGAI KUNJANG,LOA BUAH,-0.5553221,117.0758483,1,13
2658,PALARAN,RAWA MAKMUR,-0.584793,117.182328,0,9
2659,SAMARINDA SEBERANG,MESJID,-0.514531,117.149519,0,10
2660,SAMARINDA UTARA,SEMPAJA UTARA,-0.345601,117.18334,0,8
2661,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.4787129,117.158691,1,11
2662,SUNGAI PINANG,MUGIREJO,-0.471444,117.210027,0,10
2663,PALARAN,SIMPANG PASIR,-0.5664229,117.149898,0,10
2664,SUNGAI KUNJANG,TELUK LERONG ULU,-0.4994495,117.1257182,0,6
2665,SAMARINDA UTARA,SEMPAJA UTARA,-0.419019,117.135307,0,9
2666,SAMARINDA SEBERANG,BAQA,-0.5132603,117.1387277,0,9
2667,SAMARINDA ULU,AIR PUTIH,-0.4901267,117.12401072,0,9
2668,SAMARINDA ULU,SIDODADI,-0.4795885,117.1480868,1,13
2669,SUNGAI PINANG,MUGIREJO,-0.486993,117.17904,0,7
2670,SAMARINDA ILIR,SIDODAMAI,-0.5008058,117.1644938,1,12
2671,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5163886,117.1466895,1,12
2672,SAMARINDA ULU,GUNUNG KELUA,-0.4644472,117.1481967,0,8
2673,SUNGAI PINANG,MUGIREJO,-0.485051,117.17772,0,8
2674,SAMARINDA UTARA,TANAH MERAH,-0.43467787094454713,117.22520613122472,0,10
2675,SUNGAI KUNJANG,KARANG ANYAR,-0.4970507,117.1226777,0,10
2676,SAMARINDA ILIR,SIDODAMAI,-0.4924494,117.1714248,0,9
2677,LOA JANAN ILIR,HARAPAN BARU,-0.5403416,117.1086445,1,12
2678,SAMARINDA UTARA,SEMPAJA UTARA,-0.4377013,117.13958,0,10
2679,PALARAN,RAWA MAKMUR,-0.5586955,117.1665835,0,10
2680,SAMARINDA SEBERANG,BAQA,-0.509862,117.144196,1,11
2681,SAMARINDA UTARA,TANAH MERAH,-0.43198317289392646,117.23226889047514,0,10
2682,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4539171064663805,117.1626670413719,1,12
2683,SAMARINDA ILIR,SIDODAMAI,-0.5039801,117.1643083,1,12
2684,SUNGAI KUNJANG,LOK BAHU,-0.5005376,117.1072521,1,12
2685,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4655655,117.1684185,0,10
2686,SAMARINDA ULU,SIDODADI,-0.4777214,117.1389895,0,10
2687,SUNGAI KUNJANG,LOA BUAH,-0.5550147,117.0767943,1,13
2688,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5129912,117.1491573,1,14
2689,SAMARINDA ILIR,SIDOMULYO,-0.4980435,117.1635776,1,11
2690,SUNGAI PINANG,SUNGAI PINANG DALAM,-0.482279,117.172083,0,8
2691,SAMARINDA ILIR,SIDOMULYO,-0.496326,117.16625,1,11
2692,SUNGAI KUNJANG,TELUK LERONG ULU,-0.499473645985311,117.12580272731763,0,10
2693,SAMARINDA UTARA,SEMPAJA UTARA,-0.407108,117.161555,0,8
2694,SAMARINDA SEBERANG,MESJID,-0.5241621,117.1511714,1,11
2695,SUNGAI PINANG,GUNUNG LINGAI,-0.4476266,117.1790821,1,11
2696,LOA JANAN ILIR,HARAPAN BARU,-0.539511,117.104429,1,13
2697,SUNGAI PINANG,MUGIREJO,-0.474907,117.206945,1,13
2698,SUNGAI PINANG,TEMINDUNG PERMAI,-0.4631761,117.1715767,1,11
2699,SUNGAI PINANG,MUGIREJO,-0.476472,117.18557,1,11
2700,PALARAN,SIMPANG PASIR,-0.565264,117.150443,1,11
2701,SAMARINDA ILIR,SIDODAMAI,-0.5018193,117.1635366,1,11
2702,SAMARINDA UTARA,SEMPAJA SELATAN,-0.46431,117.1684582,1,13
2703,SUNGAI KUNJANG,LOK BAHU,-0.49615,117.1066743,1,13
2704,SAMARINDA UTARA,LEMPAKE,-0.43607976,117.19760662,0,10
2705,SAMARINDA ULU,AIR PUTIH,-0.4900165,117.1279383,1,11
2706,SUNGAI KUNJANG,TELUK LERONG ULU,-0.4991693150295883,117.12056486152692,0,10
2707,SAMARINDA SEBERANG,MESJID,-0.5142513,117.1506409,1,11
2708,Sungai Kunjang,LOA BAKUNG,-0.527986,117.09402,1,11
2709,PALARAN,RAWA MAKMUR,-0.5582555,117.1648617,0,10
2710,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.5176069,117.1460976,1,11
2711,SUNGAI KUNJANG,LOA BAKUNG,-0.5209308,117.0935122,0,8
2712,SUNGAI PINANG,TEMINDUNG PERMAI,-0.465693,117.16958,0,10
2713,SUNGAI PINANG,GUNUNG LINGAI,-0.460368,117.173694,0,8
2714,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.516532,117.145345,1,11
2715,SAMARINDA UTARA,SEMPAJA UTARA,-0.325499,117.190066,1,13
2716,SAMARINDA SEBERANG,TENUN SAMARINDA,-0.516683,117.145422,1,13
2717,SAMARINDA ULU,JAWA,-0.4896713,117.1377243,0,9
2718,SUNGAI KUNJANG,KARANG ANYAR,-0.5064059,117.1175789,0,10
2719,SUNGAI KUNJANG,LOA BUAH,-0.5553106,117.0766752,1,12
2720,SAMARINDA UTARA,LEMPAKE,-0.4496722,117.1955532,0,8
2721,SUNGAI PINANG,MUGIREJO,-0.486212,117.177038,1,12
2722,SAMARINDA ULU,JAWA,-0.4981236,117.1407547,1,11
2723,SAMARINDA UTARA,SEMPAJA UTARA,-0.4374291,117.1395935,0,10
2724,SAMARINDA UTARA,SEMPAJA TIMUR,-0.426437,117.1596209,0,10
2725,SUNGAI PINANG,BANDARA,-0.4844822,117.1520308,0,8
2726,SAMARINDA UTARA,SEMPAJA SELATAN,-0.4521816,117.1619475,1,12
