,kecamatan,kelurahan,latitude,longitude,status,total
17116,SUNGAI KUNJANG,LOA BAKUNG,-0.526294,117.105891,1,12
17117,SUNGAI KUNJANG,LOA BAKUNG,-0.529018,117.084112,0,10
17118,SUNGAI KUNJANG,LOA BAKUNG,-0.536151,117.085322,1,12
17119,SUNGAI KUNJANG,LOA BAKUNG,-0.531434,117.088323,0,10
17120,SUNGAI KUNJANG,LOA BAKUNG,-0.526806,117.095879,1,11
17121,SUNGAI KUNJANG,LOA BAKUNG,-0.5315679,117.0953104,0,10
17122,SUNGAI KUNJANG,LOA BAKUNG,-0.538115,117.083659,0,10
17123,SUNGAI KUNJANG,LOA BAKUNG,-0.537456,117.08544,0,10
17124,SUNGAI KUNJANG,LOA BAKUNG,-0.527129,117.093184,1,11
17125,SUNGAI KUNJANG,LOA BAKUNG,-0.518564,117.073575,1,14
17126,SUNGAI KUNJANG,LOA BAKUNG,-0.5312429,117.0980076,1,12
17127,SUNGAI KUNJANG,LOA BAKUNG,-0.538343,117.084681,1,11
17128,SUNGAI KUNJANG,LOA BAKUNG,-0.509525,117.116235,1,13
17129,SUNGAI KUNJANG,LOA BAKUNG,-0.5217728,117.0879682,1,12
17130,SUNGAI KUNJANG,LOA BAKUNG,-0.534852,117.093051,1,13
17131,SUNGAI KUNJANG,LOA BAKUNG,-0.5266383,117.0935249,0,9
17132,SUNGAI KUNJANG,LOA BAKUNG,-0.519929,117.09323,1,12
17133,SUNGAI KUNJANG,LOA BAKUNG,-0.526564,117.08293,1,14
17134,SUNGAI KUNJANG,LOA BAKUNG,-0.518785,117.074724,1,14
17135,SUNGAI KUNJANG,LOA BAKUNG,-0.533325,117.088241,0,10
17136,SUNGAI KUNJANG,LOA BAKUNG,-0.5346565,117.0939894,1,11
17137,SUNGAI KUNJANG,LOA BAKUNG,-0.5353915,117.0912704,1,14
17138,SUNGAI KUNJANG,LOA BAKUNG,-0.519647,117.093567,1,11
17139,SUNGAI KUNJANG,LOA BAKUNG,-0.5322044,117.1019852,1,11
17140,SUNGAI KUNJANG,LOA BAKUNG,-0.52804,117.084701,0,8
17141,SUNGAI KUNJANG,LOA BAKUNG,-0.537454,117.087681,0,8
17142,SUNGAI KUNJANG,LOA BAKUNG,-0.538325,117.087718,1,14
17143,SUNGAI KUNJANG,LOA BAKUNG,-0.53815,117.082857,0,9
17144,SUNGAI KUNJANG,LOA BAKUNG,-0.533468,117.092829,1,12
17145,SUNGAI KUNJANG,LOA BAKUNG,-0.532337,117.097388,1,12
17146,SUNGAI KUNJANG,LOA BAKUNG,-0.538476,117.086941,1,13
17147,SUNGAI KUNJANG,LOA BAKUNG,-0.524289,117.091745,0,9
17148,SUNGAI KUNJANG,LOA BAKUNG,-0.5316181,117.0924316,0,9
17149,SUNGAI KUNJANG,LOA BAKUNG,-0.53724,117.086714,1,11
17150,SUNGAI KUNJANG,LOA BAKUNG,-0.5350994,117.0909951,1,16
17151,SUNGAI KUNJANG,LOA BAKUNG,-0.5282129,117.0968349,1,11
17152,SUNGAI KUNJANG,LOA BAKUNG,-0.549762,117.068521,1,12
17153,SUNGAI KUNJANG,LOA BAKUNG,-0.535509,117.087763,0,10
17154,SUNGAI KUNJANG,LOA BAKUNG,-0.520889,117.094709,1,12
17155,SUNGAI KUNJANG,LOA BAKUNG,-0.522914,117.094484,1,11
17156,SUNGAI KUNJANG,LOA BAKUNG,-0.528001,117.0939867,0,9
17157,SUNGAI KUNJANG,LOA BAKUNG,-0.536802,117.087137,0,10
17158,SUNGAI KUNJANG,LOA BAKUNG,-0.5282418,117.0976361,0,8
17159,SUNGAI KUNJANG,LOA BAKUNG,-0.5352332,117.0885621,1,14
17160,SUNGAI KUNJANG,LOA BAKUNG,-0.54402,117.081799,1,14
17161,SUNGAI KUNJANG,LOA BAKUNG,-0.5325609,117.1021798,1,11
17162,SUNGAI KUNJANG,LOA BAKUNG,-0.536505,117.086381,1,12
17163,SUNGAI KUNJANG,LOA BAKUNG,-0.5342142,117.0951474,1,14
17164,SUNGAI KUNJANG,LOA BAKUNG,-0.535274,117.0859383,1,13
17165,SUNGAI KUNJANG,LOA BAKUNG,-0.5327459,117.0967683,1,13
17166,SUNGAI KUNJANG,LOA BAKUNG,-0.536586,117.088114,0,10
17167,SUNGAI KUNJANG,LOA BAKUNG,-0.5301576,117.0955076,0,8
17168,SUNGAI KUNJANG,LOA BAKUNG,-0.5330301,117.1018692,1,11
17169,SUNGAI KUNJANG,LOA BAKUNG,-0.5300491,117.0900978,0,10
17170,SUNGAI KUNJANG,LOA BAKUNG,-0.528366,117.089302,0,8
17171,SUNGAI KUNJANG,LOA BAKUNG,-0.5332343,117.0958063,0,10
17172,SUNGAI KUNJANG,LOA BAKUNG,-0.5312219,117.0979445,1,12
17173,SUNGAI KUNJANG,LOA BAKUNG,-0.5311208,117.0940253,0,10
17174,SUNGAI KUNJANG,LOA BAKUNG,-0.5347645,117.0932478,1,13
17175,SUNGAI KUNJANG,LOA BAKUNG,-0.5303657,117.098065,0,6
17176,SUNGAI KUNJANG,LOA BAKUNG,-0.5266461,117.0843083,0,6
17177,SUNGAI KUNJANG,LOA BAKUNG,-0.5286453,117.0931919,1,13
17178,SUNGAI KUNJANG,LOA BAKUNG,-0.5294993,117.0937949,1,11
17179,SUNGAI KUNJANG,LOA BAKUNG,-0.5311602,117.0974758,0,8
17180,SUNGAI KUNJANG,LOA BAKUNG,-0.5349611,117.0846495,1,11
17181,SUNGAI KUNJANG,LOA BAKUNG,-0.519319,117.091907,1,11
17182,SUNGAI KUNJANG,LOA BAKUNG,-0.5285027,117.0958649,1,12
17183,SUNGAI KUNJANG,LOA BAKUNG,-0.525732,117.088408,0,9
17184,SUNGAI KUNJANG,LOA BAKUNG,-0.537032,117.088026,1,12
17185,SUNGAI KUNJANG,LOA BAKUNG,-0.53828,117.086881,1,12
17186,SUNGAI KUNJANG,LOA BAKUNG,-0.538645,117.084602,0,9
17187,SUNGAI KUNJANG,LOA BAKUNG,-0.536417,117.087127,1,12
17188,SUNGAI KUNJANG,LOA BAKUNG,-0.528136,117.092978,1,11
17189,SUNGAI KUNJANG,LOA BAKUNG,-0.538002,117.083572,0,10
17190,SUNGAI KUNJANG,LOA BAKUNG,-0.524968,117.095075,0,7
17191,SUNGAI KUNJANG,LOA BAKUNG,-0.542616,117.08208,0,10
17192,SUNGAI KUNJANG,LOA BAKUNG,-0.5175,117.092653,0,9
17193,SUNGAI KUNJANG,LOA BAKUNG,-0.524374,117.089682,1,11
17194,SUNGAI KUNJANG,LOA BAKUNG,-0.5295745,117.0900081,0,10
17195,SUNGAI KUNJANG,LOA BAKUNG,-0.5344943,117.0939038,1,14
17196,SUNGAI KUNJANG,LOA BAKUNG,-0.537498,117.087473,1,12
17197,SUNGAI KUNJANG,LOA BAKUNG,-0.520367,117.094387,0,9
17198,SUNGAI KUNJANG,LOA BAKUNG,-0.538756,117.083808,1,12
17199,SUNGAI KUNJANG,LOA BAKUNG,-0.526768,117.086334,1,13
17200,SUNGAI KUNJANG,LOA BAKUNG,-0.523174,117.079921,1,12
17201,SUNGAI KUNJANG,LOA BAKUNG,-0.542653,117.082157,0,8
17202,SUNGAI KUNJANG,LOA BAKUNG,-0.513152,117.09013,0,10
17203,SUNGAI KUNJANG,LOA BAKUNG,-0.526543,117.079655,1,12
17204,SUNGAI KUNJANG,LOA BAKUNG,-0.527886,117.083146,1,11
17205,SUNGAI KUNJANG,LOA BAKUNG,-0.5326633,117.0944701,1,13
17206,SUNGAI KUNJANG,LOA BAKUNG,-0.5310641,117.0985653,0,9
17207,SUNGAI KUNJANG,LOA BAKUNG,-0.5364166,117.0888843,1,13
17208,SUNGAI KUNJANG,LOA BAKUNG,-0.528015,117.088308,0,10
17209,SUNGAI KUNJANG,LOA BAKUNG,-0.5285389,117.0969864,1,11
17210,SUNGAI KUNJANG,LOA BAKUNG,-0.534182,117.090891,1,12
17211,SUNGAI KUNJANG,LOA BAKUNG,-0.5310835,117.0941506,1,13
17212,SUNGAI KUNJANG,LOA BAKUNG,-0.524659,117.087252,0,9
17213,SUNGAI KUNJANG,LOA BAKUNG,-0.5365496,117.0885934,1,12
17214,SUNGAI KUNJANG,LOA BAKUNG,-0.5281766,117.1033809,0,10
17215,SUNGAI KUNJANG,LOA BAKUNG,-0.5307459,117.0971229,1,13
17216,SUNGAI KUNJANG,LOA BAKUNG,-0.536769,117.086938,1,12
17217,SUNGAI KUNJANG,LOA BAKUNG,-0.5335907,117.094539,1,12
17218,SUNGAI KUNJANG,LOA BAKUNG,-0.5336001,117.094541,1,12
17219,SUNGAI KUNJANG,LOA BAKUNG,-0.53281,117.0944667,1,15
17220,SUNGAI KUNJANG,LOA BAKUNG,-0.518231,117.094158,0,8
17221,SUNGAI KUNJANG,LOA BAKUNG,-0.5363453,117.0886434,1,13
17222,SUNGAI KUNJANG,LOA BAKUNG,-0.54329,117.082935,0,9
17223,SUNGAI KUNJANG,LOA BAKUNG,-0.543411,117.083049,0,10
17224,SUNGAI KUNJANG,LOA BAKUNG,-0.536872,117.088154,1,11
17225,SUNGAI KUNJANG,LOA BAKUNG,-0.533268,117.094596,0,6
17226,SUNGAI KUNJANG,LOA BAKUNG,-0.51916,117.107185,1,11
17227,SUNGAI KUNJANG,LOA BAKUNG,-0.532445,117.101974,0,8
17228,SUNGAI KUNJANG,LOA BAKUNG,-0.5342207,117.0950709,1,13
17229,SUNGAI KUNJANG,LOA BAKUNG,-0.5326845,117.0968177,0,10
17230,SUNGAI KUNJANG,LOA BAKUNG,-0.532283,117.0973909,1,12
17231,SUNGAI KUNJANG,LOA BAKUNG,-0.5308662,117.0927527,0,10
17232,SUNGAI KUNJANG,LOA BAKUNG,-0.520151,117.075661,1,13
17233,SUNGAI KUNJANG,LOA BAKUNG,-0.526775,117.083014,1,12
17234,SUNGAI KUNJANG,LOA BAKUNG,-0.5320436,117.0951499,0,10
17235,SUNGAI KUNJANG,LOA BAKUNG,-0.5330168,117.094397,1,12
17236,SUNGAI KUNJANG,LOA BAKUNG,-0.53177,117.0927469,1,12
17237,SUNGAI KUNJANG,LOA BAKUNG,-0.5299481,117.1034494,0,8
17238,SUNGAI KUNJANG,LOA BAKUNG,-0.5344649,117.0891633,1,12
